county,city,office,district,candidate,party,votes
Washington,COOPER TWP ,U.S. Senate,,Cynthia Dill,D,2
Washington,CRAWFORD,U.S. Senate,,Cynthia Dill,D,6
Washington,CUTLER,U.S. Senate,,Cynthia Dill,D,29
Washington,DANFORTH,U.S. Senate,,Cynthia Dill,D,35
Washington,DEBLOIS,U.S. Senate,,Cynthia Dill,D,4
Washington,DENNYSVILLE,U.S. Senate,,Cynthia Dill,D,23
Washington,EAST MACHIAS,U.S. Senate,,Cynthia Dill,D,74
Washington,EASTPORT,U.S. Senate,,Cynthia Dill,D,140
Washington,EDMUNDS TWP,U.S. Senate,,Cynthia Dill,D,11
Washington,GRAND LAKE STREAM PLT,U.S. Senate,,Cynthia Dill,D,11
Washington,HARRINGTON,U.S. Senate,,Cynthia Dill,D,60
Washington,INDIAN TOWNSHIP,U.S. Senate,,Cynthia Dill,D,95
Washington,JONESBORO,U.S. Senate,,Cynthia Dill,D,38
Washington,JONESPORT,U.S. Senate,,Cynthia Dill,D,79
Washington,LUBEC,U.S. Senate,,Cynthia Dill,D,147
Washington,MACHIAS,U.S. Senate,,Cynthia Dill,D,123
Washington,MACHIASPORT,U.S. Senate,,Cynthia Dill,D,70
Washington,MARSHFIELD,U.S. Senate,,Cynthia Dill,D,19
Washington,MEDDYBEMPS,U.S. Senate,,Cynthia Dill,D,7
Washington,MILBRIDGE,U.S. Senate,,Cynthia Dill,D,78
Washington,NORTHFIELD,U.S. Senate,,Cynthia Dill,D,10
Washington,PEMBROKE,U.S. Senate,,Cynthia Dill,D,60
Washington,PERRY,U.S. Senate,,Cynthia Dill,D,66
Washington,PLEASANT PT VOTING DIS,U.S. Senate,,Cynthia Dill,D,97
Washington,PRINCETON,U.S. Senate,,Cynthia Dill,D,67
Washington,ROBBINSTON,U.S. Senate,,Cynthia Dill,D,46
Washington,ROQUE BLUFFS,U.S. Senate,,Cynthia Dill,D,18
Washington,STEUBEN,U.S. Senate,,Cynthia Dill,D,81
Washington,T10 SD ,U.S. Senate,,Cynthia Dill,D,0
Washington,TALMADGE,U.S. Senate,,Cynthia Dill,D,3
Washington,TOPSFIELD,U.S. Senate,,Cynthia Dill,D,14
Washington,VANCEBORO,U.S. Senate,,Cynthia Dill,D,21
Washington,WAITE,U.S. Senate,,Cynthia Dill,D,3
Washington,WESLEY,U.S. Senate,,Cynthia Dill,D,6
Washington,WESLEY TWPS ,U.S. Senate,,Cynthia Dill,D,0
Washington,WHITING,U.S. Senate,,Cynthia Dill,D,55
Washington,WHITNEYVILLE,U.S. Senate,,Cynthia Dill,D,19
Washington,ADDISON,U.S. Senate,,Andrew Dodge,IND,7
Washington,ALEXANDER,U.S. Senate,,Andrew Dodge,IND,0
Washington,BAILEYVILLE,U.S. Senate,,Andrew Dodge,IND,10
Washington,BARING PLT,U.S. Senate,,Andrew Dodge,IND,0
Washington,BEALS,U.S. Senate,,Andrew Dodge,IND,3
Washington,BEDDINGTON,U.S. Senate,,Andrew Dodge,IND,0
Washington,BEDDINGTON TWPS ,U.S. Senate,,Andrew Dodge,IND,0
Washington,BROOKTON TWP,U.S. Senate,,Andrew Dodge,IND,1
Washington,CALAIS,U.S. Senate,,Andrew Dodge,IND,10
Washington,CENTERVILLE TWP ,U.S. Senate,,Andrew Dodge,IND,0
Washington,CHARLOTTE,U.S. Senate,,Andrew Dodge,IND,2
Washington,CHERRYFIELD,U.S. Senate,,Andrew Dodge,IND,5
Washington,COLUMBIA,U.S. Senate,,Andrew Dodge,IND,2
Washington,COLUMBIA FALLS,U.S. Senate,,Andrew Dodge,IND,4
Washington,COOPER,U.S. Senate,,Andrew Dodge,IND,1
Washington,COOPER TWP ,U.S. Senate,,Andrew Dodge,IND,0
Washington,CRAWFORD,U.S. Senate,,Andrew Dodge,IND,0
Washington,CUTLER,U.S. Senate,,Andrew Dodge,IND,2
Washington,DANFORTH,U.S. Senate,,Andrew Dodge,IND,1
Washington,DEBLOIS,U.S. Senate,,Andrew Dodge,IND,0
Washington,DENNYSVILLE,U.S. Senate,,Andrew Dodge,IND,1
Washington,EAST MACHIAS,U.S. Senate,,Andrew Dodge,IND,8
Washington,EASTPORT,U.S. Senate,,Andrew Dodge,IND,7
Washington,EDMUNDS TWP,U.S. Senate,,Andrew Dodge,IND,5
Washington,GRAND LAKE STREAM PLT,U.S. Senate,,Andrew Dodge,IND,2
Washington,HARRINGTON,U.S. Senate,,Andrew Dodge,IND,5
Washington,INDIAN TOWNSHIP,U.S. Senate,,Andrew Dodge,IND,3
Washington,JONESBORO,U.S. Senate,,Andrew Dodge,IND,4
Washington,JONESPORT,U.S. Senate,,Andrew Dodge,IND,8
Washington,LUBEC,U.S. Senate,,Andrew Dodge,IND,8
Washington,MACHIAS,U.S. Senate,,Andrew Dodge,IND,13
Washington,MACHIASPORT,U.S. Senate,,Andrew Dodge,IND,3
Washington,MARSHFIELD,U.S. Senate,,Andrew Dodge,IND,2
Washington,MEDDYBEMPS,U.S. Senate,,Andrew Dodge,IND,1
Washington,MILBRIDGE,U.S. Senate,,Andrew Dodge,IND,6
Washington,NORTHFIELD,U.S. Senate,,Andrew Dodge,IND,0
Washington,PEMBROKE,U.S. Senate,,Andrew Dodge,IND,2
Washington,PERRY,U.S. Senate,,Andrew Dodge,IND,4
Washington,PLEASANT PT VOTING DIS,U.S. Senate,,Andrew Dodge,IND,3
Washington,PRINCETON,U.S. Senate,,Andrew Dodge,IND,4
Washington,ROBBINSTON,U.S. Senate,,Andrew Dodge,IND,1
Washington,ROQUE BLUFFS,U.S. Senate,,Andrew Dodge,IND,0
Washington,STEUBEN,U.S. Senate,,Andrew Dodge,IND,6
Washington,T10 SD ,U.S. Senate,,Andrew Dodge,IND,0
Washington,TALMADGE,U.S. Senate,,Andrew Dodge,IND,0
Washington,TOPSFIELD,U.S. Senate,,Andrew Dodge,IND,0
Washington,VANCEBORO,U.S. Senate,,Andrew Dodge,IND,14
Washington,WAITE,U.S. Senate,,Andrew Dodge,IND,1
Washington,WESLEY,U.S. Senate,,Andrew Dodge,IND,1
Washington,WESLEY TWPS ,U.S. Senate,,Andrew Dodge,IND,0
Washington,WHITING,U.S. Senate,,Andrew Dodge,IND,2
Washington,WHITNEYVILLE,U.S. Senate,,Andrew Dodge,IND,1
Washington,ADDISON,U.S. Senate,,Angus King,IND,240
Washington,ALEXANDER,U.S. Senate,,Angus King,IND,121
Washington,BAILEYVILLE,U.S. Senate,,Angus King,IND,269
Washington,BARING PLT,U.S. Senate,,Angus King,IND,45
Washington,BEALS,U.S. Senate,,Angus King,IND,103
Washington,BEDDINGTON,U.S. Senate,,Angus King,IND,12
Washington,BEDDINGTON TWPS ,U.S. Senate,,Angus King,IND,2
Washington,BROOKTON TWP,U.S. Senate,,Angus King,IND,27
Washington,CALAIS,U.S. Senate,,Angus King,IND,643
Washington,CENTERVILLE TWP ,U.S. Senate,,Angus King,IND,8
Washington,CHARLOTTE,U.S. Senate,,Angus King,IND,78
Washington,CHERRYFIELD,U.S. Senate,,Angus King,IND,254
Washington,COLUMBIA,U.S. Senate,,Angus King,IND,66
Washington,COLUMBIA FALLS,U.S. Senate,,Angus King,IND,100
Washington,COOPER,U.S. Senate,,Angus King,IND,45
Washington,COOPER TWP ,U.S. Senate,,Angus King,IND,5
Washington,CRAWFORD,U.S. Senate,,Angus King,IND,23
Washington,CUTLER,U.S. Senate,,Angus King,IND,102
Washington,DANFORTH,U.S. Senate,,Angus King,IND,107
Washington,DEBLOIS,U.S. Senate,,Angus King,IND,12
Washington,DENNYSVILLE,U.S. Senate,,Angus King,IND,68
Washington,EAST MACHIAS,U.S. Senate,,Angus King,IND,324
Washington,EASTPORT,U.S. Senate,,Angus King,IND,410
Washington,EDMUNDS TWP,U.S. Senate,,Angus King,IND,78
Washington,GRAND LAKE STREAM PLT,U.S. Senate,,Angus King,IND,30
Washington,HARRINGTON,U.S. Senate,,Angus King,IND,179
Washington,INDIAN TOWNSHIP,U.S. Senate,,Angus King,IND,62
Washington,JONESBORO,U.S. Senate,,Angus King,IND,129
Washington,JONESPORT,U.S. Senate,,Angus King,IND,269
Washington,LUBEC,U.S. Senate,,Angus King,IND,372
Washington,MACHIAS,U.S. Senate,,Angus King,IND,416
Washington,MACHIASPORT,U.S. Senate,,Angus King,IND,216
Washington,MARSHFIELD,U.S. Senate,,Angus King,IND,116
Washington,MEDDYBEMPS,U.S. Senate,,Angus King,IND,37
Washington,MILBRIDGE,U.S. Senate,,Angus King,IND,268
Washington,NORTHFIELD,U.S. Senate,,Angus King,IND,45
Washington,PEMBROKE,U.S. Senate,,Angus King,IND,212
Washington,PERRY,U.S. Senate,,Angus King,IND,194
Washington,PLEASANT PT VOTING DIS,U.S. Senate,,Angus King,IND,57
Washington,PRINCETON,U.S. Senate,,Angus King,IND,171
Washington,ROBBINSTON,U.S. Senate,,Angus King,IND,108
Washington,ROQUE BLUFFS,U.S. Senate,,Angus King,IND,84
Washington,STEUBEN,U.S. Senate,,Angus King,IND,230
Washington,T10 SD ,U.S. Senate,,Angus King,IND,4
Washington,TALMADGE,U.S. Senate,,Angus King,IND,11
Washington,TOPSFIELD,U.S. Senate,,Angus King,IND,35
Washington,VANCEBORO,U.S. Senate,,Angus King,IND,41
Washington,WAITE,U.S. Senate,,Angus King,IND,22
Washington,WESLEY,U.S. Senate,,Angus King,IND,31
Washington,WESLEY TWPS ,U.S. Senate,,Angus King,IND,4
Washington,WHITING,U.S. Senate,,Angus King,IND,140
Washington,WHITNEYVILLE,U.S. Senate,,Angus King,IND,37
Washington,ADDISON,U.S. Senate,,Charles Summers,R,252
Washington,ALEXANDER,U.S. Senate,,Charles Summers,R,114
Washington,BAILEYVILLE,U.S. Senate,,Charles Summers,R,195
Washington,BARING PLT,U.S. Senate,,Charles Summers,R,41
Washington,BEALS,U.S. Senate,,Charles Summers,R,97
Washington,BEDDINGTON,U.S. Senate,,Charles Summers,R,18
Washington,BEDDINGTON TWPS ,U.S. Senate,,Charles Summers,R,2
Washington,BROOKTON TWP,U.S. Senate,,Charles Summers,R,65
Washington,CALAIS,U.S. Senate,,Charles Summers,R,556
Washington,CENTERVILLE TWP ,U.S. Senate,,Charles Summers,R,9
Washington,CHARLOTTE,U.S. Senate,,Charles Summers,R,65
Washington,CHERRYFIELD,U.S. Senate,,Charles Summers,R,228
Washington,COLUMBIA,U.S. Senate,,Charles Summers,R,96
Washington,COLUMBIA FALLS,U.S. Senate,,Charles Summers,R,131
Washington,COOPER,U.S. Senate,,Charles Summers,R,49
Washington,COOPER TWP ,U.S. Senate,,Charles Summers,R,9
Washington,CRAWFORD,U.S. Senate,,Charles Summers,R,30
Washington,CUTLER,U.S. Senate,,Charles Summers,R,130
Washington,DANFORTH,U.S. Senate,,Charles Summers,R,105
Washington,DEBLOIS,U.S. Senate,,Charles Summers,R,10
Washington,DENNYSVILLE,U.S. Senate,,Charles Summers,R,49
Washington,EAST MACHIAS,U.S. Senate,,Charles Summers,R,283
Washington,EASTPORT,U.S. Senate,,Charles Summers,R,234
Washington,EDMUNDS TWP,U.S. Senate,,Charles Summers,R,56
Washington,GRAND LAKE STREAM PLT,U.S. Senate,,Charles Summers,R,50
Washington,HARRINGTON,U.S. Senate,,Charles Summers,R,185
Washington,INDIAN TOWNSHIP,U.S. Senate,,Charles Summers,R,34
Washington,JONESBORO,U.S. Senate,,Charles Summers,R,103
Washington,JONESPORT,U.S. Senate,,Charles Summers,R,220
Washington,LUBEC,U.S. Senate,,Charles Summers,R,220
Washington,MACHIAS,U.S. Senate,,Charles Summers,R,285
Washington,MACHIASPORT,U.S. Senate,,Charles Summers,R,165
Washington,MARSHFIELD,U.S. Senate,,Charles Summers,R,133
Washington,MEDDYBEMPS,U.S. Senate,,Charles Summers,R,47
Washington,MILBRIDGE,U.S. Senate,,Charles Summers,R,221
Washington,NORTHFIELD,U.S. Senate,,Charles Summers,R,30
Washington,PEMBROKE,U.S. Senate,,Charles Summers,R,152
Washington,PERRY,U.S. Senate,,Charles Summers,R,163
Washington,PLEASANT PT VOTING DIS,U.S. Senate,,Charles Summers,R,35
Washington,PRINCETON,U.S. Senate,,Charles Summers,R,195
Washington,ROBBINSTON,U.S. Senate,,Charles Summers,R,118
Washington,ROQUE BLUFFS,U.S. Senate,,Charles Summers,R,38
Washington,STEUBEN,U.S. Senate,,Charles Summers,R,186
Washington,T10 SD ,U.S. Senate,,Charles Summers,R,8
Washington,TALMADGE,U.S. Senate,,Charles Summers,R,18
Washington,TOPSFIELD,U.S. Senate,,Charles Summers,R,60
Washington,VANCEBORO,U.S. Senate,,Charles Summers,R,22
Washington,WAITE,U.S. Senate,,Charles Summers,R,26
Washington,WESLEY,U.S. Senate,,Charles Summers,R,31
Washington,WESLEY TWPS ,U.S. Senate,,Charles Summers,R,1
Washington,WHITING,U.S. Senate,,Charles Summers,R,125
Washington,WHITNEYVILLE,U.S. Senate,,Charles Summers,R,44
Washington,ADDISON,U.S. Senate,,Stephen Woods,IND,8
Washington,ALEXANDER,U.S. Senate,,Stephen Woods,IND,2
Washington,BAILEYVILLE,U.S. Senate,,Stephen Woods,IND,12
Washington,BARING PLT,U.S. Senate,,Stephen Woods,IND,4
Washington,BEALS,U.S. Senate,,Stephen Woods,IND,9
Washington,BEDDINGTON,U.S. Senate,,Stephen Woods,IND,2
Washington,BEDDINGTON TWPS ,U.S. Senate,,Stephen Woods,IND,0
Washington,BROOKTON TWP,U.S. Senate,,Stephen Woods,IND,1
Washington,CALAIS,U.S. Senate,,Stephen Woods,IND,33
Washington,CENTERVILLE TWP ,U.S. Senate,,Stephen Woods,IND,0
Washington,CHARLOTTE,U.S. Senate,,Stephen Woods,IND,4
Washington,CHERRYFIELD,U.S. Senate,,Stephen Woods,IND,5
Washington,COLUMBIA,U.S. Senate,,Stephen Woods,IND,4
Washington,COLUMBIA FALLS,U.S. Senate,,Stephen Woods,IND,2
Washington,COOPER,U.S. Senate,,Stephen Woods,IND,3
Washington,COOPER TWP ,U.S. Senate,,Stephen Woods,IND,0
Washington,CRAWFORD,U.S. Senate,,Stephen Woods,IND,3
Washington,CUTLER,U.S. Senate,,Stephen Woods,IND,2
Washington,DANFORTH,U.S. Senate,,Stephen Woods,IND,6
Washington,DEBLOIS,U.S. Senate,,Stephen Woods,IND,1
Washington,DENNYSVILLE,U.S. Senate,,Stephen Woods,IND,4
Washington,EAST MACHIAS,U.S. Senate,,Stephen Woods,IND,9
Washington,EASTPORT,U.S. Senate,,Stephen Woods,IND,13
Washington,EDMUNDS TWP,U.S. Senate,,Stephen Woods,IND,2
Washington,GRAND LAKE STREAM PLT,U.S. Senate,,Stephen Woods,IND,4
Washington,HARRINGTON,U.S. Senate,,Stephen Woods,IND,8
Washington,INDIAN TOWNSHIP,U.S. Senate,,Stephen Woods,IND,8
Washington,JONESBORO,U.S. Senate,,Stephen Woods,IND,7
Washington,JONESPORT,U.S. Senate,,Stephen Woods,IND,10
Washington,LUBEC,U.S. Senate,,Stephen Woods,IND,6
Washington,MACHIAS,U.S. Senate,,Stephen Woods,IND,9
Washington,MACHIASPORT,U.S. Senate,,Stephen Woods,IND,10
Washington,MARSHFIELD,U.S. Senate,,Stephen Woods,IND,6
Washington,MEDDYBEMPS,U.S. Senate,,Stephen Woods,IND,0
Washington,MILBRIDGE,U.S. Senate,,Stephen Woods,IND,9
Washington,NORTHFIELD,U.S. Senate,,Stephen Woods,IND,2
Washington,PEMBROKE,U.S. Senate,,Stephen Woods,IND,9
Washington,PERRY,U.S. Senate,,Stephen Woods,IND,6
Washington,PLEASANT PT VOTING DIS,U.S. Senate,,Stephen Woods,IND,7
Washington,PRINCETON,U.S. Senate,,Stephen Woods,IND,15
Washington,ROBBINSTON,U.S. Senate,,Stephen Woods,IND,6
Washington,ROQUE BLUFFS,U.S. Senate,,Stephen Woods,IND,5
Washington,STEUBEN,U.S. Senate,,Stephen Woods,IND,12
Washington,T10 SD ,U.S. Senate,,Stephen Woods,IND,0
Washington,TALMADGE,U.S. Senate,,Stephen Woods,IND,0
Washington,TOPSFIELD,U.S. Senate,,Stephen Woods,IND,2
Washington,VANCEBORO,U.S. Senate,,Stephen Woods,IND,0
Washington,WAITE,U.S. Senate,,Stephen Woods,IND,0
Washington,WESLEY,U.S. Senate,,Stephen Woods,IND,2
Washington,WESLEY TWPS ,U.S. Senate,,Stephen Woods,IND,0
Washington,WHITING,U.S. Senate,,Stephen Woods,IND,6
Washington,WHITNEYVILLE,U.S. Senate,,Stephen Woods,IND,4
York,ACTON,U.S. Senate,,Danny Dalton,NP,12
York,ALFRED,U.S. Senate,,Danny Dalton,NP,14
York,ARUNDEL,U.S. Senate,,Danny Dalton,NP,18
York,BERWICK,U.S. Senate,,Danny Dalton,NP,25
York,BIDDEFORD,U.S. Senate,,Danny Dalton,NP,87
York,BUXTON,U.S. Senate,,Danny Dalton,NP,26
York,CORNISH,U.S. Senate,,Danny Dalton,NP,5
York,DAYTON,U.S. Senate,,Danny Dalton,NP,9
York,ELIOT,U.S. Senate,,Danny Dalton,NP,33
York,HOLLIS,U.S. Senate,,Danny Dalton,NP,12
York,KENNEBUNK,U.S. Senate,,Danny Dalton,NP,31
York,KENNEBUNKPORT,U.S. Senate,,Danny Dalton,NP,9
York,KITTERY,U.S. Senate,,Danny Dalton,NP,31
York,LEBANON,U.S. Senate,,Danny Dalton,NP,31
York,LIMERICK,U.S. Senate,,Danny Dalton,NP,14
York,LIMINGTON,U.S. Senate,,Danny Dalton,NP,12
York,LYMAN,U.S. Senate,,Danny Dalton,NP,20
York,NEWFIELD,U.S. Senate,,Danny Dalton,NP,9
York,NORTH BERWICK,U.S. Senate,,Danny Dalton,NP,15
York,OGUNQUIT,U.S. Senate,,Danny Dalton,NP,6
York,OLD ORCHARD BEACH,U.S. Senate,,Danny Dalton,NP,42
York,PARSONSFIELD,U.S. Senate,,Danny Dalton,NP,6
York,SACO,U.S. Senate,,Danny Dalton,NP,65
York,SANFORD,U.S. Senate,,Danny Dalton,NP,65
York,SHAPLEIGH,U.S. Senate,,Danny Dalton,NP,7
York,SOUTH BERWICK,U.S. Senate,,Danny Dalton,NP,26
York,WATERBORO,U.S. Senate,,Danny Dalton,NP,25
York,WELLS,U.S. Senate,,Danny Dalton,NP,33
York,YORK,U.S. Senate,,Danny Dalton,NP,38
York,ACTON,U.S. Senate,,Cynthia Dill,D,172
York,ALFRED,U.S. Senate,,Cynthia Dill,D,245
York,ARUNDEL,U.S. Senate,,Cynthia Dill,D,302
York,BERWICK,U.S. Senate,,Cynthia Dill,D,559
York,BIDDEFORD,U.S. Senate,,Cynthia Dill,D,1878
York,BUXTON,U.S. Senate,,Cynthia Dill,D,406
York,CORNISH,U.S. Senate,,Cynthia Dill,D,89
York,DAYTON,U.S. Senate,,Cynthia Dill,D,133
York,ELIOT,U.S. Senate,,Cynthia Dill,D,642
York,HOLLIS,U.S. Senate,,Cynthia Dill,D,249
York,KENNEBUNK,U.S. Senate,,Cynthia Dill,D,778
York,KENNEBUNKPORT,U.S. Senate,,Cynthia Dill,D,253
York,KITTERY,U.S. Senate,,Cynthia Dill,D,949
York,LEBANON,U.S. Senate,,Cynthia Dill,D,419
York,LIMERICK,U.S. Senate,,Cynthia Dill,D,178
York,LIMINGTON,U.S. Senate,,Cynthia Dill,D,182
York,LYMAN,U.S. Senate,,Cynthia Dill,D,282
York,NEWFIELD,U.S. Senate,,Cynthia Dill,D,75
York,NORTH BERWICK,U.S. Senate,,Cynthia Dill,D,363
York,OGUNQUIT,U.S. Senate,,Cynthia Dill,D,186
York,OLD ORCHARD BEACH,U.S. Senate,,Cynthia Dill,D,846
York,PARSONSFIELD,U.S. Senate,,Cynthia Dill,D,118
York,SACO,U.S. Senate,,Cynthia Dill,D,1452
York,SANFORD,U.S. Senate,,Cynthia Dill,D,1528
York,SHAPLEIGH,U.S. Senate,,Cynthia Dill,D,171
York,SOUTH BERWICK,U.S. Senate,,Cynthia Dill,D,657
York,WATERBORO,U.S. Senate,,Cynthia Dill,D,394
York,WELLS,U.S. Senate,,Cynthia Dill,D,869
York,YORK,U.S. Senate,,Cynthia Dill,D,1384
York,ACTON,U.S. Senate,,Andrew Dodge,IND,7
York,ALFRED,U.S. Senate,,Andrew Dodge,IND,4
York,ARUNDEL,U.S. Senate,,Andrew Dodge,IND,19
York,BERWICK,U.S. Senate,,Andrew Dodge,IND,44
York,BIDDEFORD,U.S. Senate,,Andrew Dodge,IND,82
York,BUXTON,U.S. Senate,,Andrew Dodge,IND,24
York,CORNISH,U.S. Senate,,Andrew Dodge,IND,40
York,DAYTON,U.S. Senate,,Andrew Dodge,IND,6
York,ELIOT,U.S. Senate,,Andrew Dodge,IND,25
York,HOLLIS,U.S. Senate,,Andrew Dodge,IND,18
York,KENNEBUNK,U.S. Senate,,Andrew Dodge,IND,30
York,KENNEBUNKPORT,U.S. Senate,,Andrew Dodge,IND,12
York,KITTERY,U.S. Senate,,Andrew Dodge,IND,43
York,LEBANON,U.S. Senate,,Andrew Dodge,IND,33
York,LIMERICK,U.S. Senate,,Andrew Dodge,IND,4
York,LIMINGTON,U.S. Senate,,Andrew Dodge,IND,19
York,LYMAN,U.S. Senate,,Andrew Dodge,IND,15
York,NEWFIELD,U.S. Senate,,Andrew Dodge,IND,6
York,NORTH BERWICK,U.S. Senate,,Andrew Dodge,IND,23
York,OGUNQUIT,U.S. Senate,,Andrew Dodge,IND,1
York,OLD ORCHARD BEACH,U.S. Senate,,Andrew Dodge,IND,40
York,PARSONSFIELD,U.S. Senate,,Andrew Dodge,IND,8
York,SACO,U.S. Senate,,Andrew Dodge,IND,53
York,SANFORD,U.S. Senate,,Andrew Dodge,IND,77
York,SHAPLEIGH,U.S. Senate,,Andrew Dodge,IND,9
York,SOUTH BERWICK,U.S. Senate,,Andrew Dodge,IND,31
York,WATERBORO,U.S. Senate,,Andrew Dodge,IND,36
York,WELLS,U.S. Senate,,Andrew Dodge,IND,20
York,YORK,U.S. Senate,,Andrew Dodge,IND,38
York,ACTON,U.S. Senate,,Angus King,IND,680
York,ALFRED,U.S. Senate,,Angus King,IND,911
York,ARUNDEL,U.S. Senate,,Angus King,IND,1159
York,BERWICK,U.S. Senate,,Angus King,IND,1591
York,BIDDEFORD,U.S. Senate,,Angus King,IND,5088
York,BUXTON,U.S. Senate,,Angus King,IND,2203
York,CORNISH,U.S. Senate,,Angus King,IND,381
York,DAYTON,U.S. Senate,,Angus King,IND,588
York,ELIOT,U.S. Senate,,Angus King,IND,2006
York,HOLLIS,U.S. Senate,,Angus King,IND,1229
York,KENNEBUNK,U.S. Senate,,Angus King,IND,3898
York,KENNEBUNKPORT,U.S. Senate,,Angus King,IND,1318
York,KITTERY,U.S. Senate,,Angus King,IND,2913
York,LEBANON,U.S. Senate,,Angus King,IND,1318
York,LIMERICK,U.S. Senate,,Angus King,IND,739
York,LIMINGTON,U.S. Senate,,Angus King,IND,910
York,LYMAN,U.S. Senate,,Angus King,IND,1187
York,NEWFIELD,U.S. Senate,,Angus King,IND,405
York,NORTH BERWICK,U.S. Senate,,Angus King,IND,1397
York,OGUNQUIT,U.S. Senate,,Angus King,IND,453
York,OLD ORCHARD BEACH,U.S. Senate,,Angus King,IND,2717
York,PARSONSFIELD,U.S. Senate,,Angus King,IND,465
York,SACO,U.S. Senate,,Angus King,IND,5379
York,SANFORD,U.S. Senate,,Angus King,IND,5021
York,SHAPLEIGH,U.S. Senate,,Angus King,IND,758
York,SOUTH BERWICK,U.S. Senate,,Angus King,IND,2049
York,WATERBORO,U.S. Senate,,Angus King,IND,1870
York,WELLS,U.S. Senate,,Angus King,IND,3014
York,YORK,U.S. Senate,,Angus King,IND,4311
York,ACTON,U.S. Senate,,Charles Summers,R,423
York,ALFRED,U.S. Senate,,Charles Summers,R,515
York,ARUNDEL,U.S. Senate,,Charles Summers,R,697
York,BERWICK,U.S. Senate,,Charles Summers,R,1220
York,BIDDEFORD,U.S. Senate,,Charles Summers,R,2343
York,BUXTON,U.S. Senate,,Charles Summers,R,1498
York,CORNISH,U.S. Senate,,Charles Summers,R,215
York,DAYTON,U.S. Senate,,Charles Summers,R,381
York,ELIOT,U.S. Senate,,Charles Summers,R,1062
York,HOLLIS,U.S. Senate,,Charles Summers,R,821
York,KENNEBUNK,U.S. Senate,,Charles Summers,R,1964
York,KENNEBUNKPORT,U.S. Senate,,Charles Summers,R,789
York,KITTERY,U.S. Senate,,Charles Summers,R,1183
York,LEBANON,U.S. Senate,,Charles Summers,R,1011
York,LIMERICK,U.S. Senate,,Charles Summers,R,473
York,LIMINGTON,U.S. Senate,,Charles Summers,R,686
York,LYMAN,U.S. Senate,,Charles Summers,R,786
York,NEWFIELD,U.S. Senate,,Charles Summers,R,253
York,NORTH BERWICK,U.S. Senate,,Charles Summers,R,871
York,OGUNQUIT,U.S. Senate,,Charles Summers,R,240
York,OLD ORCHARD BEACH,U.S. Senate,,Charles Summers,R,1387
York,PARSONSFIELD,U.S. Senate,,Charles Summers,R,237
York,SACO,U.S. Senate,,Charles Summers,R,2757
York,SANFORD,U.S. Senate,,Charles Summers,R,2520
York,SHAPLEIGH,U.S. Senate,,Charles Summers,R,463
York,SOUTH BERWICK,U.S. Senate,,Charles Summers,R,1071
York,WATERBORO,U.S. Senate,,Charles Summers,R,1083
York,WELLS,U.S. Senate,,Charles Summers,R,1778
York,YORK,U.S. Senate,,Charles Summers,R,2501
York,ACTON,U.S. Senate,,Stephen Woods,IND,22
York,ALFRED,U.S. Senate,,Stephen Woods,IND,28
York,ARUNDEL,U.S. Senate,,Stephen Woods,IND,29
York,BERWICK,U.S. Senate,,Stephen Woods,IND,77
York,BIDDEFORD,U.S. Senate,,Stephen Woods,IND,172
York,BUXTON,U.S. Senate,,Stephen Woods,IND,47
York,CORNISH,U.S. Senate,,Stephen Woods,IND,10
York,DAYTON,U.S. Senate,,Stephen Woods,IND,11
York,ELIOT,U.S. Senate,,Stephen Woods,IND,56
York,HOLLIS,U.S. Senate,,Stephen Woods,IND,33
York,KENNEBUNK,U.S. Senate,,Stephen Woods,IND,57
York,KENNEBUNKPORT,U.S. Senate,,Stephen Woods,IND,22
York,KITTERY,U.S. Senate,,Stephen Woods,IND,68
York,LEBANON,U.S. Senate,,Stephen Woods,IND,67
York,LIMERICK,U.S. Senate,,Stephen Woods,IND,17
York,LIMINGTON,U.S. Senate,,Stephen Woods,IND,19
York,LYMAN,U.S. Senate,,Stephen Woods,IND,36
York,NEWFIELD,U.S. Senate,,Stephen Woods,IND,21
York,NORTH BERWICK,U.S. Senate,,Stephen Woods,IND,55
York,OGUNQUIT,U.S. Senate,,Stephen Woods,IND,10
York,OLD ORCHARD BEACH,U.S. Senate,,Stephen Woods,IND,73
York,PARSONSFIELD,U.S. Senate,,Stephen Woods,IND,15
York,SACO,U.S. Senate,,Stephen Woods,IND,114
York,SANFORD,U.S. Senate,,Stephen Woods,IND,175
York,SHAPLEIGH,U.S. Senate,,Stephen Woods,IND,26
York,SOUTH BERWICK,U.S. Senate,,Stephen Woods,IND,74
York,WATERBORO,U.S. Senate,,Stephen Woods,IND,48
York,WELLS,U.S. Senate,,Stephen Woods,IND,76
York,YORK,U.S. Senate,,Stephen Woods,IND,112
Knox,CRIEHAVEN TWP ,U.S. House,1,Chellie Pingree,D,1
Cumberland,FRYE ISLAND,U.S. House,1,Chellie Pingree,D,30
Knox,MATINICUS ISLE PLT,U.S. House,1,Chellie Pingree,D,38
Lincoln,MONHEGAN PLT,U.S. House,1,Chellie Pingree,D,50
Knox,ISLE AU HAUT,U.S. House,1,Chellie Pingree,D,51
Cumberland,LONG ISLAND,U.S. House,1,Chellie Pingree,D,146
Lincoln,SOMERVILLE,U.S. House,1,Chellie Pingree,D,148
